paper,item_type,markdown_line_start,markdown_line_end_or_pdf_page_count,pdf_page,enclosing_section,item,markdown_source,pdf_projection
Intelligence,reference_entry,951,951,39,References,"- Fodor, J. A. (1974). “Special Sciences (Or: The Disunity of Science as a Working Hypothesis).” Synthese, 28, 97–115. [Publisher record](https://doi.org/10.1007/BF00485230).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,952,952,40,References,"- Gardner, H. (1983). Frames of Mind: The Theory of Multiple Intelligences. Basic Books.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,953,953,40,References,"- Gottfredson, L. S. (1997). “Mainstream Science on Intelligence: An Editorial with 52 Signatories, History, and Bibliography.” Intelligence, 24(1), 13–23. [Publisher record](https://doi.org/10.1016/S0160-2896(97)90011-8).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,954,954,40,References,"- Hutchins, E. (1995). Cognition in the Wild. MIT Press. [Publisher record](https://mitpress.mit.edu/9780262581462/cognition-in-the-wild/).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,955,955,40,References,"- Legg, S., and Hutter, M. (2007). “Universal Intelligence: A Definition of Machine Intelligence.” Minds and Machines, 17, 391–444. [Open manuscript](https://arxiv.org/abs/0712.3329).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,956,956,40,References,"- Marr, D. (1982/2010). Vision: A Computational Investigation into the Human Representation and Processing of Visual Information. MIT Press. [Publisher record](https://mitpress.mit.edu/9780262514620/vision/).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,957,957,40,References,"- Newell, A., and Simon, H. A. (1976). “Computer Science as Empirical Inquiry: Symbols and Search.” Communications of the ACM, 19(3), 113–126. [Publisher record](https://doi.org/10.1145/360018.360022).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,958,958,40,References,"- Piaget, J. (1952). The Origins of Intelligence in Children. International Universities Press. [Publisher record](https://doi.org/10.1037/11494-000).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,959,959,40,References,"- Putnam, H. (1967). “Psychological Predicates.” In W. H. Capitan and D. D. Merrill, eds., Art, Mind, and Religion. University of Pittsburgh Press. Reprinted as “The Nature of Mental States.”",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,960,960,40,References,"- Russell, S., and Norvig, P. (2020). Artificial Intelligence: A Modern Approach, 4th ed. Pearson. [Book site](https://aima.cs.berkeley.edu/).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,961,961,40,References,"- Salovey, P., and Mayer, J. D. (1990). “Emotional Intelligence.” Imagination, Cognition and Personality, 9(3), 185–211. [Publisher record](https://doi.org/10.2190/DUGG-P24E-52WK-6CDG).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,962,962,40,References,"- Searle, J. R. (1980). “Minds, Brains, and Programs.” Behavioral and Brain Sciences, 3(3), 417–424. [Publisher record](https://doi.org/10.1017/S0140525X00005756).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,963,963,40,References,"- Spearman, C. (1904). “General Intelligence, Objectively Determined and Measured.” The American Journal of Psychology, 15(2), 201–292. [Publisher record](https://doi.org/10.2307/1412107).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,964,964,40,References,"- Sternberg, R. J. (1985). Beyond IQ: A Triarchic Theory of Human Intelligence. Cambridge University Press.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,965,965,40,References,"- Thurstone, L. L. (1938). Primary Mental Abilities. University of Chicago Press.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,966,966,40,References,"- Turing, A. M. (1950). “Computing Machinery and Intelligence.” Mind, 59(236), 433–460. [Original article](https://doi.org/10.1093/mind/LIX.236.433).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,967,967,40,References,"- Ng, K.-S. (2025). “On the Definition of Intelligence.” arXiv:2507.22423. [Open manuscript](https://arxiv.org/abs/2507.22423).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,968,968,40,References,"- Varela, F. J., Thompson, E., and Rosch, E. (1991). The Embodied Mind: Cognitive Science and Human Experience. MIT Press. [Publisher record](https://mitpress.mit.edu/9780262720212/the-embodied-mind/).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,969,969,41,References,"- Vygotsky, L. S. (1978). Mind in Society: The Development of Higher Psychological Processes. Harvard University Press.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,970,970,41,References,"- Wechsler, D. (1944). The Measurement of Adult Intelligence, 3rd ed. Williams & Wilkins.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,971,971,41,References,"- Woolley, A. W., Chabris, C. F., Pentland, A., Hashmi, N., and Malone, T. W. (2010). “Evidence for a Collective Intelligence Factor in the Performance of Human Groups.” Science, 330(6004), 686–688. [Publisher record](https://doi.org/10.1126/science.1193147).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,90,90,5,2.2 Non-human biological Intelligence is not deficient humanity,"Burkart, Schubiger, and van Schaik 2017",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,94,94,5,2.3 Artificial Intelligence is not simulated humanity,Turing 1950,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,124,124,7,3. The levels SymK must keep distinct,Marr 1982,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,124,124,7,3. The levels SymK must keep distinct,Putnam 1967; Fodor 1974,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,282,282,12,5.1 Psychometric structure,Wechsler 1944; Gottfredson 1997,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,284,284,12,5.1 Psychometric structure,Spearman 1904; Cattell 1943; Carroll 1993,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,292,292,13,5.2 Plural ability theories,Thurstone 1938; Gardner 1983; Sternberg 1985; Salovey and Mayer 1990,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,300,300,13,5.3 Development and adaptation,Piaget 1952; Vygotsky 1978,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,312,312,14,5.4 Rational agency,Newell and Simon 1976,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,314,314,14,5.4 Rational agency,Russell and Norvig 2020,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,320,320,14,5.5 General goal achievement,Legg and Hutter 2007,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,326,326,15,5.6 Skill-acquisition efficiency,Chollet 2019,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,332,332,15,5.7 Embodied and enactive approaches,"Varela, Thompson, and Rosch 1991",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,338,338,15,5.8 Extended and distributed cognition,Clark and Chalmers 1998,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,338,338,15,5.8 Extended and distributed cognition,Hutchins 1995,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,344,344,16,5.9 Collective Intelligence,Woolley et al. 2010,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,350,350,16,5.10 Emerging formal definitions,Ng 2025,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,460,460,21,"7.3 Intelligence, competence, and skill",Chollet 2019,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,inline_citation,489,489,22,7.9 Intelligence and understanding,Searle 1980,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,946,946,39,References,Publisher record -> https://doi.org/10.1017/S0140525X16000959,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,947,947,39,References,Publisher record -> https://doi.org/10.1017/CBO9780511571312,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,948,948,39,References,Publisher record -> https://doi.org/10.1037/h0059973,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,949,949,39,References,Open manuscript -> https://arxiv.org/abs/1911.01547,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,950,950,39,References,DOI and manuscript -> https://doi.org/10.1111/1467-8284.00096,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,951,951,39,References,Publisher record -> https://doi.org/10.1007/BF00485230,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,953,953,40,References,Publisher record -> https://doi.org/10.1016/S0160-2896(97,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,954,954,40,References,Publisher record -> https://mitpress.mit.edu/9780262581462/cognition-in-the-wild/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,955,955,40,References,Open manuscript -> https://arxiv.org/abs/0712.3329,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,956,956,40,References,Publisher record -> https://mitpress.mit.edu/9780262514620/vision/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,957,957,40,References,Publisher record -> https://doi.org/10.1145/360018.360022,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,958,958,40,References,Publisher record -> https://doi.org/10.1037/11494-000,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,960,960,40,References,Book site -> https://aima.cs.berkeley.edu/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,961,961,40,References,Publisher record -> https://doi.org/10.2190/DUGG-P24E-52WK-6CDG,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,962,962,40,References,Publisher record -> https://doi.org/10.1017/S0140525X00005756,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,963,963,40,References,Publisher record -> https://doi.org/10.2307/1412107,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,966,966,40,References,Original article -> https://doi.org/10.1093/mind/LIX.236.433,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,967,967,40,References,Open manuscript -> https://arxiv.org/abs/2507.22423,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,968,968,40,References,Publisher record -> https://mitpress.mit.edu/9780262720212/the-embodied-mind/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,markdown_link,971,971,41,References,Publisher record -> https://doi.org/10.1126/science.1193147,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,24,24,2,Abstract,"Intelligence is a substrate-realized capacity of an organized system. Its manifestations are plural; its attribution is scoped, evidence-bearing, and revisable.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,72,72,4,"2. The Copernican correction: Human Intelligence is an instance, not the center",Human Intelligence is a manifestation of Intelligence. Intelligence is not defined as resemblance to a human being.,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,223,223,10,4. Substrate independence without substrate indifference,"The universal concept of Intelligence does not contain biological, electronic, or social material as a necessary definitional condition.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,505,505,23,8. A working definition for SymK,"Intelligence, in SymK, is the substrate-realized capacity of an organized system—individual, collective, or hybrid—to produce context-sensitive interpretation or effective action across a relevant range of situations by integrating available structure, information, experience, and Knowledge, with some capacity to adapt when circumstances depart from prior cases.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,541,541,24,8.1 Operational corollary,"SymK represents an Intelligence attribution as a governed, revisable claim about an identified system's capability profile, realization, scope, evidence, priors, resources, developmental history, limits, and role in cooperation.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,547,547,25,8.2 The non-privilege corollary,"Participant type determines neither Intelligence in advance nor epistemic privilege. Human, Artificial, Social, and Hybrid Intelligences must be characterized by evidence without being forced into one manifestation profile.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,553,553,25,8.3 Interpreting the SymK motto,"Knowledge is the shared medium. Cooperation is the objective. Intelligences are the diverse capacities through which the medium is created, challenged, interpreted, and applied.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,928,928,38,15. Conclusion,Substrate-independent in concept; substrate-sensitive in realization.,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,932,932,23,15. Conclusion,"Intelligence, in SymK, is the substrate-realized capacity of an organized system—individual, collective, or hybrid—to produce context-sensitive interpretation or effective action across a relevant range of situations by integrating available structure, information, experience, and Knowledge, with some capacity to adapt when circumstances depart from prior cases.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,936,936,24,15. Conclusion,"SymK represents an Intelligence attribution as a governed, revisable claim about an identified system's capability profile, realization, scope, evidence, priors, resources, developmental history, limits, and role in cooperation.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,blockquote_callout,940,940,25,15. Conclusion,"Knowledge is the shared medium. Cooperation is the objective. Intelligences are the diverse capacities through which the medium is created, challenged, interpreted, and applied.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
