claim_id,source_lines,source_section,claim_type,finding_ids,disposition,v0.2_destination,rationale
KE-CLM-0112,383-383,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0113,384-384,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0114,385-385,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0115,386-386,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0116,387-387,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0117,388-388,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0118,389-389,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0119,390-390,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0120,391-391,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0121,392-392,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0122,584-584,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0123,585-585,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0124,586-586,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0125,587-587,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0126,588-588,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0127,589-589,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0128,590-590,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0129,591-591,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0130,592-592,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0131,593-593,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0132,594-594,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0133,595-595,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0134,596-596,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0135,597-597,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0136,598-598,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0137,599-599,16. A practical Knowledge Engineering gate,evaluation_gate_question,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
