claim_id,source_lines,source_section,claim_type,finding_ids,disposition,v0.2_destination,rationale
I-CLM-0128,412-412,"6.3 Individual, collective, and hybrid flavors",explicit_numbered_claim_or_requirement,I-FND-010,REVISE_V0.2,§7,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0129,413-413,"6.3 Individual, collective, and hybrid flavors",explicit_numbered_claim_or_requirement,I-FND-010,REVISE_V0.2,§7,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0130,414-414,"6.3 Individual, collective, and hybrid flavors",explicit_numbered_claim_or_requirement,I-FND-010,REVISE_V0.2,§7,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0131,415-415,"6.3 Individual, collective, and hybrid flavors",explicit_numbered_claim_or_requirement,I-FND-010,REVISE_V0.2,§7,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0132,416-416,"6.3 Individual, collective, and hybrid flavors",explicit_numbered_claim_or_requirement,I-FND-010,REVISE_V0.2,§7,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0133,618-618,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0134,619-619,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0135,620-620,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0136,621-621,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0137,622-622,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0138,623-623,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0139,624-624,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0140,625-625,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0141,626-626,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0142,627-627,9. The proposed SymK Intelligence object,explicit_numbered_claim_or_requirement,I-FND-014,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0143,892-892,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0144,893-893,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0145,894-894,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0146,895-895,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0147,896-896,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0148,897-897,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0149,898-898,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0150,899-899,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0151,900-900,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0152,901-901,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0153,902-902,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0154,903-903,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0155,904-904,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,RETAIN_V0.1_JUSTIFIED,§11,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0156,905-905,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0157,906-906,14. A practical Intelligence attribution gate,evaluation_gate_question,I-FND-019,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
